c3_1,c3_2,d3_1,d3_2,e3_1,e3_2,f3_1,f3_2,g3_1,g3_2,a3_1,a3_2,b3_1,b3_2,d-3_1,d-3_2,d-3_3,e-3_1,e-3_2,e-3_3,g-3_1,g-3_2,g-3_3,a-3_1,a-3_2,a-3_3,b-3_1,b-3_2,b-3_3
0.0002747,-0.005493,-0.0029,0.001648,0.00598,-0.003479,0.014404,0.006805,-0.00839,-0.007507,-0.006714,-0.00949,-0.00922,-0.006927,0.001923,0.001556,0.001648,-9.155e-05,0.0002441,0.0006104,0.001587,-0.001373,0.001495,-3.05e-05,0.000519,0.001617,-0.0002747,-0.0003662,-6.104e-05
0.000641,-0.005615,-0.00528,-0.001801,0.00351,-0.006897,0.01416,0.00815,-0.008575,-0.009186,-0.01001,-0.009796,-0.002258,-0.006073,0.001953,0.001251,0.001556,-0.0002747,0.0002136,0.0003052,0.001587,-0.001465,0.001526,-0.0001221,0.0005493,0.001495,-0.0002136,-0.0004883,-0.0001831
0.000702,-0.005676,-0.00815,-0.005676,0.0005493,-0.01022,0.01312,0.00888,-0.008484,-0.01047,-0.01166,-0.00928,0.004852,-0.004425,0.001984,0.001038,0.001404,-0.0003967,0.0002136,9.155e-05,0.001587,-0.001526,0.001587,-0.0002136,0.0004578,0.001343,-0.0002747,-0.00058,-0.0002747
0.000641,-0.00583,-0.01117,-0.00897,-0.002869,-0.01364,0.011475,0.009,-0.007996,-0.01117,-0.012115,-0.0083,0.011475,-0.00232,0.002045,0.000885,0.00116,-0.0004883,0.0001526,-9.155e-05,0.001587,-0.001495,0.001648,-0.0003357,0.000519,0.00116,-0.0002747,-0.000641,-0.0003052
0.0004272,-0.00583,-0.013885,-0.01245,-0.006653,-0.01706,0.0094,0.008514,-0.00708,-0.01071,-0.01163,-0.00659,0.0169,0.0001221,0.001953,0.000702,0.000885,-0.000519,0.0001526,-0.0001221,0.001526,-0.001465,0.00177,-0.0003967,0.0004883,0.000946,-0.0003662,-0.000702,-0.0002747
0.0001831,-0.0058,-0.01602,-0.01517,-0.01056,-0.02032,0.00702,0.007446,-0.006134,-0.01004,-0.01102,-0.004272,0.0206,0.002838,0.001892,0.0005493,0.0005493,-0.000641,0.0001831,-6.104e-05,0.001526,-0.001343,0.001862,-0.000519,0.0003967,0.000824,-0.0003357,-0.0007324,-0.0003357
-0.0001221,-0.005768,-0.0177,-0.017,-0.01407,-0.0231,0.00479,0.006012,-0.004883,-0.00842,-0.010376,-0.0017395,0.02252,0.0054,0.0017395,0.0004883,0.0003052,-0.0007324,0.0001831,9.155e-05,0.001495,-0.001312,0.001862,-0.0006714,0.0004578,0.000641,-0.0003052,-0.000763,-0.0003357
-0.0005493,-0.005676,-0.01874,-0.01926,-0.01721,-0.02542,0.002563,0.004395,-0.00351,-0.006287,-0.00888,0.000946,0.02274,0.007446,0.001587,0.0003052,0.0002441,-0.000824,0.0002136,0.0001221,0.001465,-0.00119,0.001862,-0.0007324,0.0003967,0.000519,-0.0003052,-0.0007324,-0.0003967
-0.001068,-0.005554,-0.01941,-0.02042,-0.01956,-0.02661,0.000702,0.002808,-0.002228,-0.004486,-0.006256,0.003326,0.0214,0.00888,0.001343,0.0001221,0.0002441,-0.000824,0.0003357,9.155e-05,0.001434,-0.001038,0.001862,-0.0008545,0.0003662,0.0004883,-0.0002747,-0.0007324,-0.0004272
-0.001495,-0.005493,-0.01984,-0.02151,-0.02112,-0.02652,-0.0007935,0.001373,-0.0009155,-0.002014,-0.002747,0.00534,0.01892,0.00949,0.001007,-3.05e-05,0.0003662,-0.000885,0.0003662,0.0001526,0.001312,-0.0008545,0.001831,-0.000885,0.0002747,0.0004272,-0.0001831,-0.000763,-0.0004578
-0.001709,-0.005463,-0.01956,-0.02274,-0.02188,-0.02527,-0.001923,0.0003052,0.0004578,-0.0001221,0.001373,0.00659,0.01575,0.00894,0.000824,-6.104e-05,0.0004578,-0.0008545,0.0004272,0.0001526,0.00119,-0.000702,0.001831,-0.000885,0.0002441,0.0003052,-0.0001526,-0.0007324,-0.0005493
-0.00177,-0.005615,-0.0187,-0.02261,-0.02182,-0.0231,-0.002655,-0.000641,0.001617,0.001587,0.00592,0.007355,0.012024,0.007385,0.00058,-0.0001526,0.0004883,-0.0008545,0.0005493,0.0002136,0.001038,-0.0006104,0.0017395,-0.000977,0.0002441,0.0001831,-0.0001221,-0.000641,-0.0005493
-0.001465,-0.005768,-0.01697,-0.02316,-0.02109,-0.02042,-0.003052,-0.001434,0.0029,0.003265,0.010284,0.007416,0.008026,0.005127,0.0003662,-0.0001526,0.0004578,-0.0008545,0.00058,0.0003967,0.000946,-0.000519,0.001587,-0.000977,0.0002136,0.0001526,-9.155e-05,-0.0004883,-0.000519
-0.000824,-0.00595,-0.01431,-0.02277,-0.01953,-0.01724,-0.003021,-0.002167,0.003876,0.00415,0.01416,0.006836,0.003937,0.00232,0.0001831,-0.0001831,0.0004272,-0.0008545,0.000641,0.0006104,0.0007935,-0.0004578,0.001434,-0.001099,0.0001831,0.0001831,-0.0001221,-0.0004272,-0.0005493
3.05e-05,-0.006104,-0.0116,-0.02158,-0.01749,-0.01401,-0.002869,-0.002808,0.00476,0.005096,0.01755,0.00644,0.0,-0.000702,9.155e-05,-0.0001831,0.0004272,-0.000824,0.0006104,0.000641,0.000641,-0.0003967,0.001221,-0.001129,0.0001831,0.0001831,-0.0001526,-0.0003662,-0.00058
0.001007,-0.006165,-0.009155,-0.02069,-0.01483,-0.010895,-0.002686,-0.003387,0.005432,0.005463,0.01965,0.00589,-0.003632,-0.00357,0.0,-0.0001526,0.0004578,-0.000824,0.00058,0.0006104,0.0004272,-0.0003357,0.001099,-0.001221,0.0001221,0.0002441,-0.0001526,-0.0002136,-0.00058
0.001984,-0.006195,-0.007263,-0.01825,-0.01199,-0.007782,-0.002563,-0.003937,0.00592,0.005463,0.0202,0.005646,-0.006622,-0.006042,-0.0001221,-0.0001221,0.0005493,-0.0007324,0.0005493,0.0004883,0.0003052,-0.0002747,0.0008545,-0.001282,0.0001221,0.0004272,-0.0001526,-0.0001526,-0.00058
0.002777,-0.006165,-0.006195,-0.01593,-0.00906,-0.005035,-0.002563,-0.004364,0.006317,0.00522,0.01935,0.005554,-0.008575,-0.00787,-0.0001526,-6.104e-05,0.0005493,-0.00058,0.00058,0.0002747,9.155e-05,-0.0001831,0.000702,-0.001251,6.104e-05,0.0006104,-3.05e-05,-0.0001831,-0.000519
0.00357,-0.006165,-0.006042,-0.01413,-0.006256,-0.002563,-0.0029,-0.00476,0.00638,0.00464,0.01715,0.005127,-0.009125,-0.009,-0.0002747,-3.05e-05,0.0006714,-0.0004272,0.000519,9.155e-05,0.0,-0.0001831,0.0004578,-0.001312,6.104e-05,0.0007324,9.155e-05,-0.0001221,-0.0004578
0.00415,-0.006104,-0.006653,-0.01233,-0.00409,-0.000824,-0.003387,-0.005127,0.006348,0.004272,0.013916,0.00482,-0.00806,-0.00906,-0.0003967,0.0,0.000824,-0.0003662,0.0004883,-9.155e-05,-0.0001221,-0.0002441,0.0001831,-0.001251,6.104e-05,0.0007935,0.0001221,-0.0001221,-0.0003967
0.004456,-0.006104,-0.00766,-0.011536,-0.002563,0.0,-0.00415,-0.005707,0.006012,0.003967,0.009705,0.003876,-0.005554,-0.00818,-0.0004883,-3.05e-05,0.000824,-0.0004272,0.000519,-0.0003052,-0.0001526,-0.0001526,-6.104e-05,-0.001129,3.05e-05,0.0007935,0.0002441,-0.0001221,-0.0003357
0.00467,-0.006195,-0.0087,-0.010956,-0.001862,-0.0001526,-0.004913,-0.006256,0.005646,0.004272,0.005676,0.002472,-0.002045,-0.006348,-0.000519,-3.05e-05,0.0009155,-0.0004272,0.0005493,-0.000519,-0.0003052,-0.0002747,-0.0003357,-0.001038,3.05e-05,0.000763,0.0002441,-6.104e-05,-0.0003662
0.00476,-0.00644,-0.01007,-0.010376,-0.001953,-0.001343,-0.005646,-0.00702,0.005096,0.00531,0.001984,0.00119,0.001984,-0.003845,-0.0004883,-3.05e-05,0.001038,-0.0004578,0.000519,-0.000824,-0.0003967,-0.0003662,-0.0005493,-0.001038,0.0,0.00058,0.0003052,-6.104e-05,-0.0002441
0.004883,-0.006714,-0.01138,-0.00989,-0.002686,-0.00299,-0.006256,-0.00775,0.004425,0.006073,-0.001801,-0.0003662,0.00583,-0.000885,-0.0003052,0.0001526,0.00116,-0.0004883,0.0004578,-0.001099,-0.000519,-0.0003662,-0.000702,-0.001007,9.155e-05,0.0004272,0.0003662,-3.05e-05,-0.0002441
0.0047,-0.00702,-0.012695,-0.00882,-0.003662,-0.00476,-0.006714,-0.0083,0.003662,0.006775,-0.005096,-0.001556,0.009,0.002197,-0.0001526,0.0001831,0.00119,-0.0003967,0.0003967,-0.00119,-0.0006104,-0.0004272,-0.000824,-0.000885,6.104e-05,0.0003662,0.0003357,0.0,-0.0001526
0.00461,-0.007324,-0.01425,-0.00824,-0.00476,-0.006287,-0.006805,-0.008575,0.002808,0.006897,-0.00711,-0.00238,0.01129,0.005066,3.05e-05,0.0003357,0.00116,-0.0003357,0.0002747,-0.00119,-0.0006104,-0.0004578,-0.000885,-0.000824,3.05e-05,0.0002747,0.0002747,6.104e-05,-9.155e-05
0.004333,-0.00757,-0.01581,-0.007263,-0.0058,-0.007416,-0.006683,-0.008514,0.001862,0.00644,-0.00769,-0.00293,0.012634,0.007446,0.0001221,0.0004883,0.001221,-0.0003052,0.0001831,-0.001099,-0.000641,-0.0004883,-0.0008545,-0.000763,0.0,0.0003052,0.0002747,0.0001831,-9.155e-05
0.00409,-0.00772,-0.01703,-0.00644,-0.006622,-0.007996,-0.006256,-0.00809,0.000763,0.0058,-0.00647,-0.003021,0.01297,0.00922,0.0002747,0.000641,0.001282,-0.0002136,0.0001526,-0.0009155,-0.000702,-0.0003967,-0.000946,-0.0006104,-3.05e-05,0.0003357,0.0003052,0.0001831,0.0
0.003906,-0.007812,-0.01785,-0.00656,-0.007233,-0.00806,-0.0054,-0.007507,-0.0002136,0.004944,-0.003021,-0.002838,0.01224,0.010254,0.0003967,0.0007324,0.001495,-0.0002441,9.155e-05,-0.0007935,-0.0007324,-0.0004578,-0.0009155,-0.0004578,-3.05e-05,0.0003967,0.0003052,0.0001526,9.155e-05
0.003784,-0.00784,-0.01822,-0.00705,-0.007507,-0.00775,-0.004272,-0.006714,-0.001251,0.00406,0.001862,-0.001953,0.0105,0.0108,0.0003662,0.0008545,0.001617,-0.0001526,0.0001526,-0.000702,-0.000702,-0.000519,-0.0009155,-0.0003967,0.0,0.0003967,0.0003357,0.0002136,0.0001831
0.003784,-0.00766,-0.0177,-0.00818,-0.007538,-0.007202,-0.00299,-0.00586,-0.002289,0.00299,0.007812,-0.0008545,0.007935,0.0112,0.0004578,0.000977,0.001801,-0.0001831,0.0001221,-0.000702,-0.0006714,-0.0006104,-0.000946,-0.0003052,-6.104e-05,0.0003662,0.0003662,0.0001831,0.0002747
0.003784,-0.007477,-0.01645,-0.009125,-0.007263,-0.00641,-0.001343,-0.004852,-0.003174,0.0017395,0.01407,0.0003052,0.004578,0.011566,0.000519,0.001038,0.001953,-0.0001526,9.155e-05,-0.00058,-0.0006714,-0.000702,-0.000977,-0.0002136,-6.104e-05,0.0003357,0.0004272,0.0002747,0.0003967
0.003845,-0.007233,-0.01465,-0.00949,-0.00641,-0.00537,0.000702,-0.003693,-0.00415,0.0001526,0.02005,0.001831,0.000946,0.01184,0.0006714,0.00116,0.002014,-6.104e-05,9.155e-05,-0.0003052,-0.000641,-0.0009155,-0.001007,-0.0001221,-3.05e-05,0.0002747,0.0004272,0.0003357,0.0003662
0.003754,-0.006805,-0.01224,-0.00888,-0.005096,-0.00412,0.002747,-0.002258,-0.005005,-0.001678,0.025,0.003174,-0.002808,0.01181,0.000763,0.001312,0.002075,-3.05e-05,9.155e-05,-9.155e-05,-0.000641,-0.001068,-0.000946,-9.155e-05,0.0,0.0002441,0.0003357,0.0003662,0.0003967
0.003662,-0.006348,-0.00989,-0.00702,-0.003326,-0.002563,0.004944,-0.0005493,-0.005768,-0.003326,0.02838,0.004456,-0.006348,0.01126,0.001007,0.001434,0.002014,6.104e-05,3.05e-05,0.0002136,-0.000641,-0.001312,-0.000763,-3.05e-05,-3.05e-05,0.0002136,0.0002747,0.0004883,0.0004578
0.003479,-0.00595,-0.0076,-0.004395,-0.001221,-0.000977,0.00702,0.001556,-0.00644,-0.00479,0.03024,0.005188,-0.00925,0.009796,0.001221,0.001587,0.002106,6.104e-05,-9.155e-05,0.0004883,-0.0005493,-0.001526,-0.0006714,6.104e-05,0.0,0.0003967,0.0002136,0.0004883,0.0004272
0.003143,-0.00537,-0.00531,-0.001465,0.000641,0.0003662,0.00885,0.003632,-0.006836,-0.005646,0.03058,0.00537,-0.01129,0.007324,0.001373,0.001648,0.002136,0.0001221,-0.0001221,0.0005493,-0.0004883,-0.001587,-0.0006714,9.155e-05,3.05e-05,0.000519,0.0001221,0.0004883,0.0003967
0.0029,-0.004883,-0.003387,0.00116,0.002075,0.001343,0.010376,0.005463,-0.00699,-0.0058,0.02982,0.005432,-0.0123,0.00412,0.001434,0.001709,0.002106,0.0001831,-0.0003052,0.0004883,-0.0003967,-0.001678,-0.0006714,-3.05e-05,3.05e-05,0.0006104,9.155e-05,0.0004883,0.0004578
0.002625,-0.004456,-0.001526,0.00293,0.002808,0.001495,0.01141,0.00702,-0.00708,-0.005737,0.02838,0.004852,-0.0123,0.00058,0.001465,0.001648,0.002106,0.0002441,-0.0003967,0.0004578,-0.0003357,-0.0017395,-0.000702,3.05e-05,-3.05e-05,0.0006714,6.104e-05,0.0004578,0.0004883
0.00232,-0.00409,-3.05e-05,0.00351,0.002625,0.000763,0.01196,0.00821,-0.006836,-0.0054,0.02658,0.00403,-0.01108,-0.002716,0.001434,0.001648,0.001984,0.0002136,-0.0003967,0.0004883,-0.0002136,-0.001801,-0.0008545,3.05e-05,-3.05e-05,0.0006714,0.0001221,0.0004272,0.0004272
0.001892,-0.003784,0.001099,0.003204,0.001587,-0.0008545,0.0119,0.00891,-0.00644,-0.005035,0.02356,0.003204,-0.00891,-0.00537,0.001404,0.001587,0.001862,0.0002441,-0.0004272,0.0004272,-0.0002441,-0.001862,-0.0009155,-6.104e-05,-6.104e-05,0.0005493,0.0001831,0.0003357,0.0004272
0.001373,-0.003479,0.001526,0.002533,-0.0001221,-0.003235,0.01126,0.009125,-0.005646,-0.00461,0.0191,0.001648,-0.00589,-0.00699,0.001404,0.001465,0.001587,0.0001831,-0.0003052,0.0003967,-0.0002136,-0.001923,-0.001129,-0.0001221,-3.05e-05,0.0004272,0.0002136,0.0003052,0.0003967
0.000885,-0.003265,0.001434,0.001801,-0.00241,-0.00592,0.01004,0.00897,-0.00473,-0.00418,0.013,-0.0001221,-0.002167,-0.007446,0.001404,0.001343,0.001404,9.155e-05,-0.0002747,0.0004272,-0.0002441,-0.001984,-0.00116,-0.0001526,0.0,0.0002136,0.0001831,0.0002747,0.0003967
3.05e-05,-0.003174,0.0004272,0.001221,-0.004852,-0.008606,0.00827,0.00839,-0.003662,-0.003784,0.006073,-0.001831,0.002014,-0.00714,0.001343,0.001251,0.001282,-6.104e-05,-0.0003357,0.0004883,-0.0002747,-0.001984,-0.001099,-0.0001831,-6.104e-05,-3.05e-05,0.0001831,0.0002441,0.0003662
-0.0009155,-0.003113,-0.001678,0.000641,-0.007507,-0.01114,0.006226,0.00763,-0.002289,-0.003174,-0.000702,-0.003326,0.006195,-0.00647,0.001434,0.001099,0.001129,-9.155e-05,-0.0003052,0.0004883,-0.0002747,-0.001984,-0.001068,-0.0002136,0.0,-0.0001221,0.0001526,0.0001221,0.0002747
-0.001953,-0.003082,-0.003876,-9.155e-05,-0.0101,-0.01346,0.003815,0.0065,-0.000977,-0.002747,-0.00641,-0.00418,0.00995,-0.005646,0.001434,0.000977,0.000946,-0.0001221,-0.0003662,0.0006104,-0.0002747,-0.001953,-0.0009155,-0.0002747,-9.155e-05,-0.0002747,0.0001526,0.0001221,0.0002441
-0.003113,-0.003143,-0.006348,-0.001099,-0.01257,-0.01532,0.001282,0.005127,0.0003967,-0.002075,-0.010864,-0.00461,0.01282,-0.004974,0.001343,0.000885,0.0006714,-0.0001831,-0.0003662,0.000885,-0.0001526,-0.001892,-0.0007935,-0.0003357,-9.155e-05,-0.0002747,0.0001221,9.155e-05,0.0001831
-0.00412,-0.003204,-0.008514,-0.002869,-0.01471,-0.01685,-0.00116,0.003479,0.001526,-0.001221,-0.01373,-0.004333,0.01453,-0.004425,0.001251,0.000702,0.00058,-0.0002441,-0.0003662,0.001129,-9.155e-05,-0.001831,-0.00058,-0.0003662,-0.0001221,-0.0002136,6.104e-05,6.104e-05,0.0001526
-0.005005,-0.003387,-0.0101,-0.00522,-0.0163,-0.01785,-0.00351,0.001556,0.002625,-0.0002441,-0.01483,-0.00357,0.01514,-0.003967,0.00116,0.0005493,0.0003662,-0.0002747,-0.0003967,0.001373,0.0,-0.001617,-0.0004272,-0.000519,-0.0002441,-0.0001831,3.05e-05,-6.104e-05,0.0001526
-0.00589,-0.003387,-0.01126,-0.00787,-0.0173,-0.01837,-0.005493,-0.0003967,0.003479,0.001099,-0.01474,-0.002686,0.01453,-0.00351,0.001068,0.0004272,6.104e-05,-0.0003052,-0.0004272,0.001556,0.0,-0.001526,-0.0003052,-0.0006104,-0.0002441,-0.0002136,3.05e-05,-3.05e-05,6.104e-05
-0.006622,-0.003479,-0.01181,-0.01077,-0.01746,-0.01816,-0.00711,-0.002258,0.004486,0.002472,-0.01364,-0.001526,0.01294,-0.003052,0.0008545,0.0002747,-9.155e-05,-0.0003662,-0.0003357,0.001587,9.155e-05,-0.001373,-0.0002747,-0.000702,-0.0002136,-0.0002441,6.104e-05,0.0,0.0
-0.007355,-0.00354,-0.012054,-0.013275,-0.01682,-0.01712,-0.00833,-0.00412,0.005096,0.003998,-0.012115,-0.0009155,0.010864,-0.002625,0.0007324,3.05e-05,-0.0003052,-0.0004272,-0.0002747,0.001495,3.05e-05,-0.001221,-0.0001831,-0.0007324,-0.0001831,-0.0003052,9.155e-05,-0.0001526,-6.104e-05
-0.007904,-0.003326,-0.01187,-0.01541,-0.01535,-0.01529,-0.009125,-0.005676,0.005463,0.005157,-0.01065,-0.0005493,0.00867,-0.00232,0.0005493,-3.05e-05,-0.0004578,-0.0004883,-0.0002441,0.001404,3.05e-05,-0.00116,0.0,-0.0007935,-0.0002441,-0.0003662,9.155e-05,-0.0001221,-3.05e-05
-0.00809,-0.003174,-0.01123,-0.01706,-0.013336,-0.01279,-0.00937,-0.006836,0.005707,0.006012,-0.009186,-0.0003052,0.00638,-0.00235,0.0003052,-0.0001526,-0.0006714,-0.0004883,-0.0002441,0.001434,-9.155e-05,-0.001068,6.104e-05,-0.0008545,-0.0002441,-0.0004272,6.104e-05,-9.155e-05,3.05e-05
-0.00806,-0.0029,-0.010345,-0.01819,-0.01077,-0.009735,-0.00928,-0.00772,0.005524,0.006622,-0.007263,-0.00058,0.00418,-0.002594,9.155e-05,-0.0003357,-0.0008545,-0.000519,-0.0002136,0.001434,-9.155e-05,-0.001038,0.0001831,-0.000885,-0.0001831,-0.00058,6.104e-05,-6.104e-05,-3.05e-05
-0.007782,-0.002594,-0.00903,-0.01886,-0.007965,-0.00647,-0.00885,-0.00839,0.005066,0.00699,-0.003937,-0.0008545,0.001862,-0.00299,-0.0001526,-0.0003357,-0.0008545,-0.000519,-0.0001831,0.001404,-9.155e-05,-0.000946,0.0003967,-0.000977,-0.0002747,-0.00058,0.0,0.0,3.05e-05
-0.00717,-0.002258,-0.007202,-0.0187,-0.004944,-0.003143,-0.00815,-0.00897,0.004547,0.007294,0.0005493,-0.000977,-0.0004883,-0.003174,-0.0003052,-0.0003662,-0.0009155,-0.0004883,-0.0001831,0.001251,-0.0001221,-0.001007,0.0004578,-0.001038,-0.0003357,-0.0005493,0.0,-3.05e-05,0.0
-0.006348,-0.001984,-0.005157,-0.01782,-0.001831,0.0001831,-0.007202,-0.00931,0.00403,0.007416,0.005432,-0.0007935,-0.00299,-0.003082,-0.000519,-0.0003967,-0.000824,-0.0004578,-0.0002136,0.001099,-9.155e-05,-0.000946,0.0004272,-0.00119,-0.0003662,-0.00058,-3.05e-05,0.0,-6.104e-05
-0.00534,-0.001831,-0.0029,-0.01633,0.001343,0.003204,-0.006012,-0.00946,0.003357,0.007355,0.00983,-0.0003357,-0.005432,-0.002625,-0.000702,-0.0004272,-0.000824,-0.0004883,-0.0002136,0.0008545,-9.155e-05,-0.000885,0.0003662,-0.001251,-0.0003967,-0.00058,-9.155e-05,0.0,-0.0001221
-0.004425,-0.001709,-0.000946,-0.01401,0.004395,0.006165,-0.00479,-0.00946,0.002563,0.007202,0.013275,-9.155e-05,-0.007355,-0.001801,-0.0007935,-0.0004578,-0.0007324,-0.0003967,-0.0001831,0.0004578,-0.0001831,-0.0007935,0.0002441,-0.001343,-0.0004272,-0.00058,-3.05e-05,0.0,-0.0001526
-0.003662,-0.001617,0.0006104,-0.01141,0.007263,0.00879,-0.00354,-0.009155,0.001892,0.006683,0.01495,-0.0002747,-0.00839,-0.000946,-0.0009155,-0.0006104,-0.0007324,-0.0004272,-0.0001831,0.0002747,-0.0002136,-0.000824,6.104e-05,-0.001312,-0.0004272,-0.0007324,-9.155e-05,-6.104e-05,-0.0002136
-0.003082,-0.001587,0.001862,-0.00876,0.009674,0.01099,-0.00235,-0.008575,0.001007,0.00583,0.0148,-0.00119,-0.00806,-0.0002136,-0.001068,-0.000641,-0.0007324,-0.0003967,-0.0001526,6.104e-05,-0.0003662,-0.000763,-0.0002136,-0.001312,-0.0003967,-0.0007935,-6.104e-05,-9.155e-05,-0.0001831
-0.002716,-0.001556,0.002136,-0.00595,0.01138,0.012634,-0.00119,-0.00769,0.0001526,0.004883,0.01361,-0.00296,-0.00653,0.0002747,-0.001129,-0.000641,-0.0006714,-0.0004272,-6.104e-05,-0.0002747,-0.0005493,-0.000763,-0.0004578,-0.001251,-0.0004272,-0.0008545,-6.104e-05,-0.0001831,-0.0001526
-0.002533,-0.001678,0.002106,-0.003204,0.01221,0.013336,-0.0003357,-0.006653,-0.0006714,0.003784,0.01199,-0.00476,-0.00406,0.0006104,-0.001129,-0.0006714,-0.000641,-0.000519,-3.05e-05,-0.0004272,-0.000641,-0.000763,-0.000641,-0.001282,-0.0003967,-0.000977,0.0,-0.0001526,-0.0001526
-0.002502,-0.001709,0.001678,-0.0002747,0.01193,0.01343,0.0003357,-0.005676,-0.001526,0.002777,0.01022,-0.00641,-0.001221,0.0006714,-0.001099,-0.0006714,-0.0004883,-0.000519,-6.104e-05,-0.000641,-0.000763,-0.0006714,-0.0008545,-0.001251,-0.0003967,-0.000977,-6.104e-05,-0.0001526,-0.0001221
-0.002563,-0.001831,0.000977,0.002472,0.01074,0.012665,0.000824,-0.00482,-0.002075,0.001801,0.00824,-0.007355,0.001343,0.0006714,-0.001099,-0.0006104,-0.0003052,-0.0004272,-3.05e-05,-0.0007935,-0.000885,-0.0006104,-0.000885,-0.001251,-0.0003662,-0.000977,0.0,-0.0001221,-0.0001831
-0.002808,-0.002136,0.0003052,0.00476,0.00876,0.0112,0.001099,-0.003998,-0.002686,0.001038,0.00583,-0.007202,0.003204,0.0006714,-0.001129,-0.0006104,-0.0001221,-0.0003662,-0.0001221,-0.000946,-0.000977,-0.00058,-0.000885,-0.001251,-0.0003357,-0.000946,-3.05e-05,-0.0001831,-0.0001221
-0.003052,-0.00235,-0.0005493,0.006683,0.006348,0.00928,0.001221,-0.003296,-0.003174,0.0003662,0.002625,-0.006012,0.00418,0.000824,-0.001038,-0.000519,-3.05e-05,-0.0003357,-3.05e-05,-0.001007,-0.001038,-0.00058,-0.000824,-0.001282,-0.0003967,-0.0008545,3.05e-05,-0.0001526,-0.0001526
-0.003387,-0.002686,-0.001526,0.00775,0.003632,0.00717,0.001282,-0.002594,-0.003479,-0.0002747,-0.001129,-0.004303,0.004364,0.001007,-0.001007,-0.00058,6.104e-05,-0.0003357,-9.155e-05,-0.000977,-0.001129,-0.0005493,-0.000763,-0.001312,-0.0003967,-0.000885,0.0,-0.0001526,-0.0001831
-0.003845,-0.003082,-0.002655,0.00809,0.000946,0.00479,0.001129,-0.001709,-0.003937,-0.000641,-0.00525,-0.002502,0.003784,0.00116,-0.000977,-0.000519,0.0001831,-0.0004272,-6.104e-05,-0.001007,-0.001282,-0.000519,-0.0007324,-0.001221,-0.0004578,-0.0009155,-3.05e-05,-0.0002441,-0.0002136
-0.00409,-0.003448,-0.003662,0.007904,-0.001556,0.002441,0.000946,-0.0007935,-0.00418,-0.001099,-0.00894,-0.001007,0.002808,0.001007,-0.000946,-0.0004578,0.0002747,-0.0003967,0.0,-0.001068,-0.001312,-0.0005493,-0.0007324,-0.001251,-0.0004578,-0.0008545,3.05e-05,-0.0002136,-0.0002747
-0.004364,-0.003723,-0.004486,0.00705,-0.003693,0.0001526,0.0007324,0.0,-0.004578,-0.001495,-0.012054,-0.0002136,0.001526,0.0006714,-0.000885,-0.0003662,0.0002747,-0.0004272,-3.05e-05,-0.00119,-0.001434,-0.00058,-0.0007935,-0.00119,-0.0004883,-0.000885,9.155e-05,-0.0002136,-0.0002747
-0.004456,-0.003906,-0.00476,0.005737,-0.005615,-0.001984,0.0004883,0.000702,-0.00473,-0.001984,-0.01428,0.0001831,-0.0001221,-9.155e-05,-0.0007935,-0.0002747,0.0002747,-0.0003967,-6.104e-05,-0.001373,-0.001556,-0.0006714,-0.000885,-0.001099,-0.0004272,-0.0009155,0.0001221,-0.0002441,-0.0003052
-0.004395,-0.003906,-0.004547,0.003876,-0.006927,-0.00403,0.0004272,0.001221,-0.00479,-0.002472,-0.01486,3.05e-05,-0.001801,-0.00119,-0.000763,-0.0002441,0.0003357,-0.0003357,-3.05e-05,-0.001617,-0.001556,-0.000702,-0.0008545,-0.001099,-0.0004578,-0.0009155,0.0001221,-0.0002136,-0.0002441
-0.004333,-0.003845,-0.003845,0.001862,-0.00772,-0.00586,0.0002747,0.001556,-0.00473,-0.002747,-0.014404,-0.0003052,-0.00354,-0.00241,-0.000641,-9.155e-05,0.0002747,-0.0003052,-9.155e-05,-0.001648,-0.001587,-0.0008545,-0.000885,-0.001099,-0.0004578,-0.0008545,0.0001221,-0.0001221,-0.0001221
-0.003998,-0.00354,-0.00293,-0.0003052,-0.007935,-0.007233,0.0002441,0.001587,-0.004395,-0.002869,-0.013275,-0.000519,-0.00528,-0.003693,-0.0004883,-3.05e-05,0.0003357,-0.0002747,-6.104e-05,-0.001526,-0.001587,-0.001038,-0.000885,-0.001038,-0.0004578,-0.0007935,0.0001831,-9.155e-05,-9.155e-05
-0.003754,-0.003204,-0.0017395,-0.00238,-0.007324,-0.0083,0.0003967,0.001465,-0.00409,-0.002747,-0.01141,-0.000702,-0.006775,-0.005066,-0.0004578,0.0,0.0003052,-0.0001831,-0.0001526,-0.001434,-0.001495,-0.001068,-0.000946,-0.001038,-0.0004578,-0.0007935,0.0002441,-3.05e-05,3.05e-05
-0.003662,-0.002808,-0.000763,-0.003998,-0.006226,-0.00885,0.00058,0.001251,-0.00354,-0.00238,-0.009186,6.104e-05,-0.00787,-0.00638,-0.0004883,0.0001526,0.0003357,-0.0001526,-0.0001831,-0.001312,-0.001434,-0.001129,-0.0009155,-0.001038,-0.0004272,-0.000763,0.0002136,6.104e-05,9.155e-05
